price,comment,shopname,URL,title,pnglink
5699.00,"
								 500+",京东电竞手机官方旗舰店,https://item.jd.com/10118372682669.html,华为pura70pro 华为手机 华为P70 鸿蒙系统 雪域白 12GB+256GB 官方标配,https://img14.360buyimg.com/n7/jfs/t1/196528/16/47977/45222/670a27b7Fd9cc704a/db11943b8c26a132.jpg
5899.00,"
								 2000+",华为移动京东自营专卖店,https://item.jd.com/100108419448.html,HUAWEIHUAWEI Pura 70 Pro 雪域白 12GB+512GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机,https://img13.360buyimg.com/n7/jfs/t1/238290/20/15835/29053/662b0814F88db4bcb/f229cf968a2f3e1d.jpg
5799.00,"
								 1000+",超想购手机旗舰店,https://item.jd.com/10115943884879.html,华为Pura70pro【当日发货 24期|免息】 新品手机 鸿蒙系统 2024上市 超高速风驰闪拍华为智能手机p70 雪域白【12GB+256GB】 官方标配,https://img14.360buyimg.com/n7/jfs/t1/188253/10/49746/112685/6716137dFd7dacc7b/ebb1a186a81cb6cf.jpg
6799.00,"
								 2000+",维利仕旗舰店,https://item.jd.com/10106391792763.html,华为Pura70Pro 【送蓝牙耳机】新品华为手机 超高速风驰闪拍 北斗卫星图片消息 雪域白【Pura70Pro】 12GB+512GB 官方标配【送蓝牙耳机】,https://img13.360buyimg.com/n7/jfs/t1/75573/32/28144/59023/67108d77F429d230f/0b2d7b007cb20212.jpg
5199.00,"
								 500+",拍拍二手自营旗舰店,https://item.jd.com/100105415405.html,"拍拍
【准新品】HUAWEI Pura 70 Pro 雪域白 12GB+512GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机",https://img10.360buyimg.com/n7/jfs/t1/156053/25/45217/24607/66d91b8fFf04100a5/fc4dd847612fc234.png
6199.00,"
								 500+",博恒聚优旗舰店,https://item.jd.com/10116502793915.html,华为Pura70pro 新品手机【选24期免息】 华为p70pro旗舰手机 雪域白 12+512GB官方标配,https://img10.360buyimg.com/n7/jfs/t1/217563/27/45666/75916/6715c643F5b63873e/8612de57aebb8804.jpg
6199.00,"
								 2000+",华为鸿信专卖店,https://item.jd.com/10101423815391.html,"爱心东东
华为pura70 pro 手机 新品旗舰北斗卫星图片消息p70 雪域白 12GB+512GB 官方标配",https://img11.360buyimg.com/n7/jfs/t1/223107/25/38515/31377/66209edeF58ab4d0d/ef32622c498ddbbf.jpg
6199.00,"
								 3",华为官方旗舰店,https://item.jd.com/10117675548119.html,华为Pura 70 Pro 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机 雪域白 12GB+512GB,https://img14.360buyimg.com/n7/jfs/t1/216993/14/45158/33531/6713b19eF5e4ab44a/48921410ee262cb6.jpg
6499.00,"
								 200+",金邦特手机专营店,https://item.jd.com/10119989833026.html,华为Pura70pro【当日发货 24期免息】 p70新品手机 鸿蒙os系统 2024上市 超高速风驰闪拍华为智能手机 羽砂黑【12GB+512GB】 官方标配+赠送礼包,https://img11.360buyimg.com/n7/jfs/t1/192753/39/49974/93868/671612c5F5df693bc/9987e8426f3b425f.jpg
5699.00,"
								 10万+",华为京东自营官方旗舰店,https://item.jd.com/100095962749.html,HUAWEI Pura 70 Pro 雪域白 12GB+256GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机|华为大额券,https://img14.360buyimg.com/n7/jfs/t1/241358/15/21225/49414/67161606Fff80e729/9426b26919f99b35.jpg
5899.00,"
								 26",京国备库拼购店,https://item.jd.com/10108631063132.html,华为Pura 70 Pro+手机鸿蒙系统 北斗卫星消息 华为P70Pro+ 华为手机 弦乐白 16+512 99新,https://img12.360buyimg.com/n7/jfs/t1/195290/29/47728/191903/66879a16F83943d19/98e32a4d2bb35e04.png
5499.00,"
								 1",京国备库拼购店,https://item.jd.com/10109787931669.html,华为Pura 70 Pro  超高速风驰闪拍 北斗卫星消息 华为P70Pro 华为手机 羽砂黑 12GB+512GB 99新,https://img14.360buyimg.com/n7/jfs/t1/249070/14/15156/17071/66961a27F7dd0cf63/03bfbd773b218db9.jpg
5699.00,"
								 76",爱信通手机专营店,https://item.jd.com/10113467190928.html,华为Pura70pro手机【24期|免息】新品P70Pro新机2024上市北斗卫星消息NFC红外遥控 羽纱黑【12GB+256GB】 官方标配,https://img13.360buyimg.com/n7/jfs/t1/236202/21/22035/86895/6698d7f2F6e2f7c67/149a316bde0e539c.jpg
5399.00,"
								 3",青花瓷运手机专营店,https://item.jd.com/10118840372976.html,华为pura70pro新品手机【24期免息】华为p70pro新机2024上市北斗卫星消息鸿蒙系统HarmonyOS 羽纱黑 12G+512G权益版,https://img11.360buyimg.com/n7/jfs/t1/101275/37/53293/76090/670de045Fe446a413/31d24e60514c0455.jpg
5399.00,"
								 10",南方小二经营部,https://item.jd.com/10109672516979.html,华为Pura 70 Pro+手机鸿蒙系统 北斗卫星消息 华为P70Pro+ 华为手机 弦乐白 16+512 99新,https://img14.360buyimg.com/n7/jfs/t1/234729/24/22370/191903/6694b027Fec7e3e7f/b7fffb883753d61a.png
6199.00,"
								 5000+",华为礼象专卖店,https://item.jd.com/10100881427943.html,华为pura70pro 新品手机上市 羽砂黑 12GB+512GB 官方标配,https://img13.360buyimg.com/n7/jfs/t1/244650/16/7724/38723/6620b1a4F41de9fb4/512ac9033c9123ef.jpg
6199.00,"
								 10万+",华为京东自营官方旗舰店,https://item.jd.com/100107613718.html,HUAWEI Pura 70 Pro 雪域白 12GB+512GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机|华为大额券,https://img13.360buyimg.com/n7/jfs/t1/183205/22/49530/49423/67161649F69b0589d/307eff43f75e7dc2.jpg
7199.00,"
								 10万+",华为京东自营官方旗舰店,https://item.jd.com/100107613744.html,HUAWEI Pura 70 Pro+ 魅影黑 16GB+512GB 超高速风驰闪拍 超聚光微距长焦华为P70智能手机|华为大额券,https://img14.360buyimg.com/n7/jfs/t1/131600/8/48572/55252/67161643F3535b089/ca97fd4a6342dcee.jpg
5899.00,"
								 500+",运营商京东自营专区,https://item.jd.com/100107024194.html,华为（HUAWEI）华为HUAWEI Pura 70 Pro 雪域白 12GB+512GB  华为P70手机,https://img14.360buyimg.com/n7/jfs/t1/165810/29/49519/44841/670f9470F5ea1f597/a0a945d545513105.jpg
6499.00,"
								 5000+",None,https://item.jd.com/100109019158.html,华为Pura 70 Pro+ 光织银 16GB 512GB 超聚光微距长焦 双卫星通信 P70智能手机【赠服务】,https://img13.360buyimg.com/n7/jfs/t1/26970/4/22146/38575/66bdbc0dF6ffeae90/ef6e2a6d9a75098b.jpg
6199.00,"
								 200+",零疆旗舰店,https://item.jd.com/10101489136710.html,华为Pura70pro 新品手机 华为p70pro旗舰手机 雪域白 12GB+512GB 官方标配,https://img10.360buyimg.com/n7/jfs/t1/3905/33/26817/59259/66e5439aF104d97e5/a56255fe14183fa3.jpg
6199.00,"
								 2000+",京联通达旗舰店,https://item.jd.com/10101253672823.html,"爱心东东
华为pura70Pro 新品手机【现货速发】 华为p70系列智能手机 羽砂黑 12GB+512G",https://img13.360buyimg.com/n7/jfs/t1/134142/21/45332/38461/66e2a552Fb2130f32/a8866c8520d86a63.jpg
6199.00,"
								 200+",京联数科旗舰店,https://item.jd.com/10116646495963.html,"爱心东东
华为 Pura 70 Pro【现货速发】新品旗舰手机华为p70系列 羽砂黑 12GB+512GB 官方标配",https://img13.360buyimg.com/n7/jfs/t1/63722/18/26386/55695/66bb29ffF01fb73d6/7a0852b11f9f17ee.jpg
6549.00,"
								 1000+",智能手机经营部,https://item.jd.com/10109871670234.html,华为HUAWEI Pura P70Pro P70系列智能手机 华为2024上市 新款华为旗舰 P70 Pro 雪域白 12+512 全国联保激活,https://img14.360buyimg.com/n7/jfs/t1/17298/27/22162/22216/669f4049F90dd5fb9/7f9747e2b9a68ffc.jpg
7161.00,"
								 64",华耀手机经营部,https://item.jd.com/10101876552917.html,HUAWEI Pura 70 Pro+ 超聚光微距长焦 双卫星通信 华为P70手机 魅影黑 16+512GB 官方标配,https://img12.360buyimg.com/n7/jfs/t1/239242/29/7950/44367/6628771dFfa7c0a4d/af89e990aa44fd10.jpg
5999.00,"
								 200+",中企手机专卖店,https://item.jd.com/10106555235252.html,"爱心东东
华为pura70pro【24期|免息】新品华为p70pro手机新机2024上市北斗卫星消息鸿蒙系统HarmonyOS 雪域白12+256G 官方标配",https://img12.360buyimg.com/n7/jfs/t1/70073/1/26444/121754/66b895f1Fe8228ccb/4e22a819c323498f.jpg
5199.00,"
								 2000+",None,https://item.jd.com/100096453749.html,华为Pura 70 Pro 羽砂黑 12GB 256GB 超聚光微距长焦 P70智能手机【赠服务】,https://img14.360buyimg.com/n7/jfs/t1/168538/29/32003/35556/66bdba4fFf6890aca/b250c0788eb5ca39.jpg
5358.84,"
								 100+",京域优数码拼购店,https://item.jd.com/10116844238556.html,华为（HUAWEI） Pura 70 Pro 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机 羽砂黑 12GB+256GB,https://img11.360buyimg.com/n7/jfs/t1/186895/4/44590/87292/665ef728Fcc3e21b2/cf5a63ab981b4246.jpg
7199.00,"
								 200+",京联数科旗舰店,https://item.jd.com/10109052069690.html,"爱心东东
HUAWEI【24期|免息】华为pura70pro+ 新品旗舰手机华为p70 purap70pro+新品上市现货速发 魅影黑  16GB+512GB 免息套装12期",https://img10.360buyimg.com/n7/jfs/t1/232592/14/24128/55515/66bb2ad9F3cd22208/939d2259f0a1af3d.jpg
5699.00,"
								 5000+",炜东电商旗舰店,https://item.jd.com/10110580843989.html,"爱心东东
华为pura70pro 新品手机 华为p70旗舰手机上市 羽砂黑 12+256G全网通",https://img14.360buyimg.com/n7/jfs/t1/163287/33/45233/38328/6642b95dF2d784739/b8f5c5c5ba5f17f8.jpg
5699.00,"
								 500+",京东电竞手机官方旗舰店,https://item.jd.com/10118372682669.html,华为pura70pro 华为手机 华为P70 鸿蒙系统 雪域白 12GB+256GB 官方标配,https://img14.360buyimg.com/n7/jfs/t1/196528/16/47977/45222/670a27b7Fd9cc704a/db11943b8c26a132.jpg
5899.00,"
								 2000+",华为移动京东自营专卖店,https://item.jd.com/100108419448.html,HUAWEIHUAWEI Pura 70 Pro 雪域白 12GB+512GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机,https://img13.360buyimg.com/n7/jfs/t1/238290/20/15835/29053/662b0814F88db4bcb/f229cf968a2f3e1d.jpg
5799.00,"
								 1000+",超想购手机旗舰店,https://item.jd.com/10115943884879.html,华为Pura70pro【当日发货 24期|免息】 新品手机 鸿蒙系统 2024上市 超高速风驰闪拍华为智能手机p70 雪域白【12GB+256GB】 官方标配,https://img14.360buyimg.com/n7/jfs/t1/188253/10/49746/112685/6716137dFd7dacc7b/ebb1a186a81cb6cf.jpg
6799.00,"
								 2000+",维利仕旗舰店,https://item.jd.com/10106391792763.html,华为Pura70Pro 【送蓝牙耳机】新品华为手机 超高速风驰闪拍 北斗卫星图片消息 雪域白【Pura70Pro】 12GB+512GB 官方标配【送蓝牙耳机】,https://img13.360buyimg.com/n7/jfs/t1/75573/32/28144/59023/67108d77F429d230f/0b2d7b007cb20212.jpg
5199.00,"
								 500+",拍拍二手自营旗舰店,https://item.jd.com/100105415405.html,"拍拍
【准新品】HUAWEI Pura 70 Pro 雪域白 12GB+512GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机",https://img10.360buyimg.com/n7/jfs/t1/156053/25/45217/24607/66d91b8fFf04100a5/fc4dd847612fc234.png
6199.00,"
								 500+",博恒聚优旗舰店,https://item.jd.com/10116502793915.html,华为Pura70pro 新品手机【选24期免息】 华为p70pro旗舰手机 雪域白 12+512GB官方标配,https://img10.360buyimg.com/n7/jfs/t1/217563/27/45666/75916/6715c643F5b63873e/8612de57aebb8804.jpg
6199.00,"
								 2000+",华为鸿信专卖店,https://item.jd.com/10101423815391.html,"爱心东东
华为pura70 pro 手机 新品旗舰北斗卫星图片消息p70 雪域白 12GB+512GB 官方标配",https://img11.360buyimg.com/n7/jfs/t1/223107/25/38515/31377/66209edeF58ab4d0d/ef32622c498ddbbf.jpg
6199.00,"
								 3",华为官方旗舰店,https://item.jd.com/10117675548119.html,华为Pura 70 Pro 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机 雪域白 12GB+512GB,https://img14.360buyimg.com/n7/jfs/t1/216993/14/45158/33531/6713b19eF5e4ab44a/48921410ee262cb6.jpg
6499.00,"
								 200+",金邦特手机专营店,https://item.jd.com/10119989833026.html,华为Pura70pro【当日发货 24期免息】 p70新品手机 鸿蒙os系统 2024上市 超高速风驰闪拍华为智能手机 羽砂黑【12GB+512GB】 官方标配+赠送礼包,https://img11.360buyimg.com/n7/jfs/t1/192753/39/49974/93868/671612c5F5df693bc/9987e8426f3b425f.jpg
5699.00,"
								 10万+",华为京东自营官方旗舰店,https://item.jd.com/100095962749.html,HUAWEI Pura 70 Pro 雪域白 12GB+256GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机|华为大额券,https://img14.360buyimg.com/n7/jfs/t1/241358/15/21225/49414/67161606Fff80e729/9426b26919f99b35.jpg
5899.00,"
								 26",京国备库拼购店,https://item.jd.com/10108631063132.html,华为Pura 70 Pro+手机鸿蒙系统 北斗卫星消息 华为P70Pro+ 华为手机 弦乐白 16+512 99新,https://img12.360buyimg.com/n7/jfs/t1/195290/29/47728/191903/66879a16F83943d19/98e32a4d2bb35e04.png
5499.00,"
								 1",京国备库拼购店,https://item.jd.com/10109787931669.html,华为Pura 70 Pro  超高速风驰闪拍 北斗卫星消息 华为P70Pro 华为手机 羽砂黑 12GB+512GB 99新,https://img14.360buyimg.com/n7/jfs/t1/249070/14/15156/17071/66961a27F7dd0cf63/03bfbd773b218db9.jpg
5699.00,"
								 76",爱信通手机专营店,https://item.jd.com/10113467190928.html,华为Pura70pro手机【24期|免息】新品P70Pro新机2024上市北斗卫星消息NFC红外遥控 羽纱黑【12GB+256GB】 官方标配,https://img13.360buyimg.com/n7/jfs/t1/236202/21/22035/86895/6698d7f2F6e2f7c67/149a316bde0e539c.jpg
5399.00,"
								 3",青花瓷运手机专营店,https://item.jd.com/10118840372976.html,华为pura70pro新品手机【24期免息】华为p70pro新机2024上市北斗卫星消息鸿蒙系统HarmonyOS 羽纱黑 12G+512G权益版,https://img11.360buyimg.com/n7/jfs/t1/101275/37/53293/76090/670de045Fe446a413/31d24e60514c0455.jpg
5399.00,"
								 10",南方小二经营部,https://item.jd.com/10109672516979.html,华为Pura 70 Pro+手机鸿蒙系统 北斗卫星消息 华为P70Pro+ 华为手机 弦乐白 16+512 99新,https://img14.360buyimg.com/n7/jfs/t1/234729/24/22370/191903/6694b027Fec7e3e7f/b7fffb883753d61a.png
