comment_id,user_nickname,content,agree_count,mark,gmt_modified
7301310,mooc36095948778145761,"OF ALL THE TEACHERS DURING MY STUDIES IN USC ,THIS COMPUTER TEACHER IS ONE OF THE FRIENDLIEST AND ON OF THE TEACHERS WHOSE COURSE I UNDERSTOOD BEST, AND IT'S ALSO THIS COURSE THAT I'M GOING TO MISS.THANK YOU ERIN LAOSHI AND KEEP UP THE GOOD WORK.  ",0,5.0,1734494893779
7300343,mooc37762046076885109,"An exceptinal teacher,explains complex conceptsvery easily,not only in chinese teaches well from english too,then that was very easy for foreign students to understand.i well inspired to  learn  python in my future and this will make my life easy,THANK YOU SO MUCH.",0,5.0,1734494228371
7300340,ykt1501580501872,"i recently completed my python course, and i have to say it was an outstanding  experience! from the very begiing, the course as well structured, making complex concepts easy to grasp. the blend of theory and practical exersice provideed a solid foundation in python programming.
our teacher was exceptional! she has a deep understandig of python and a remarkable ability to convey ideas clearly. this is a good cource...",0,5.0,1734493899541
7302320,mooc36096106730367324,"i think it is one of the best python teaching courses, espically considring that i am an international students. i think even 5 stars is not enough for the course. even the way the teacher teaches is amazing.",0,5.0,1734492972477
7297418,mooc36205155603303845,"I learned a lot of new things from this site and the teacher did a good job,I think it is the best sourse to learn python",0,5.0,1734492744879
7298373,mooc198883955252325975,Awesome course. It helped me so much that i can't describe in words.Thank you for launching such a wonderful course.,0,5.0,1734492366905
7294270,mooc198208429933143004,特别特别好，非常非常喜欢,0,5.0,1734226597574
7238719,王宇晴T2022207143,TAIHAILEBA,0,5.0,1732790347082
7229084,牛星晢,非常有收获,0,5.0,1732579377048
7193294,学员3cd8kada77233726854117714,老师都很好，讲的很详细,0,5.0,1731126510176
7182294,22大数据与会计1班张艳萍,非常好的课程,0,5.0,1730944601744
7184216,Cookiek1234160399397997971,老师讲的非常认真细致 很有耐心 也收获了很多关于python的知识 能用到生活和学习中 给老师点赞！,0,5.0,1730892545763
7165269,不要看我不要看我,非常不错的课程，学习效果丝毫不比线下课得效果差，老师线上回复十分及时，快速上手Python简直不要太爽，可视化的学习也是对Python语言理解的加深，更深一步理解了市面上各种各样的优美的数据大屏的来源和制作方法,0,5.0,1730427714343
7165267,北野k1231531573056873261,"上了李老师的课，才深切感受到什么叫高质量教学。老师不仅专业知识极其渊博，对课程里的每个细节都了如指掌，还能旁征博引，结合很多实际案例来讲授理论知识，这使得那些原本枯燥的内容一下子变得生动有趣起来。老师的教学方法也很灵活多样，小组讨论、课堂练习等环节让我们有更多机会去实践运用所学，大大提高了我们的学习效果。这门课程让我对这个学科有了全新的认识和浓厚的兴趣，非常感谢老师！
",0,5.0,1730427691301
7167279,mooc31706497253270243,有很多爬取技术，很好玩，推荐学习,0,5.0,1730427678439
7164266,明日晋升斗帝,好好好好好！,0,5.0,1730427672536
7165266,mooc130394985024705539,内容有趣丰富,0,5.0,1730427663108
7167278,君踏桃花归k1296241038960562306,好！！！！！,0,5.0,1730427649040
7165265,小陈同学abc,不知道该怎么评价更有趣，爬虫真的是一个很有趣的项目，有趣的老师有趣的题目，上课就像在跟老师交朋友，不论是谁都可以爱上这门课程,0,5.0,1730427639325
7165264,mooc138757176804355418,verygood,0,5.0,1730427630028
7166257,mooc28870941770402515,老师讲的太好了吧，人美又温柔，耐心解决问题，我学会了，yyds,0,5.0,1730427611887
7169260,清平乐.k1231533229820845974,必须给李老师的课程点个大大的赞！老师在讲课时充满激情，这种热情很容易就感染了我们，让我们也能全身心地投入到学习当中。课程的课件制作精良，重点突出，一目了然，配合老师生动的讲解，让我们能更好地把握关键知识点。老师还特别耐心，对于同学们的疑惑总是不厌其烦地解答，直到大家都明白为止。在这门课里，我学到了很多宝贵的知识和技能，真的很幸运能遇到这样一位优秀的老师！,0,5.0,1730427603243
7164264,我是熊憨憨,课程内容丰富，非常有趣,0,5.0,1730427601622
7163268,mooc147234896965856452,老师授课时重点突出，合理使用各种教学形式，比如在重点讲解某一部分时，为了能够确保学生听懂，充分利用黑板推理，演算比较清晰，易于让学生接受的特点,0,5.0,1730427583503
7164263,mooc97275926301305676,老师讲课超级有趣，性格超级好，讲的知识很清晰很容易理解，为老师打call,0,5.0,1730427576707
7168258,McAlister,太好了，学到了很多有用的东西,0,5.0,1730427564042
7166254,fahaxikizl,这课哪里无聊了  这课可太棒了,0,5.0,1730427544644
7166253,k1265476146274770097,"我最近参加了一门大数据爬虫课程，体验感超棒，必须要给一个大大的好评！
课程内容丰富且极具专业性。从爬虫的基本原理开始讲起，逐步深入到各种复杂的爬取场景和技术应用。无论是对于初学者还是有一定基础的人来说，都能在课程中找到自己的提升点。对于像我这样对大数据爬虫领域感兴趣但又不知从何下手的人来说，这门课程就像是一盏明灯，照亮了我前行的道路。
授课老师非常专业且富有耐心。在讲解过程中，老师能够用通俗易懂的语言把复杂的概念解释得清清楚楚。遇到学员的问题，总是及时、耐心地解答，确保每一个人都能跟上课程进度。老师还会结合实际案例进行分析，让我们更好地理解理论知识在实际中的应用。
课程的实践环节设置得也十分合理。通过大量的实际操作练习，让我们能够真正掌握大数据爬虫的技术。在实践过程中，遇到问题可以随时向老师和同学请教，学习氛围浓厚。而且，课程提供的实践项目具有很高的实用性和挑战性，让我们在提升技能的同时，也能感受到成功的喜悦。
总之，这门大数据爬虫课程无论是在内容、师资还是实践环节上都表现得非常出色。强烈推荐给对大数据爬虫感兴趣的朋友们，相信你们也会像我一样，在这门课程中收获满满！",0,5.0,1730427542937
7167277,一川k12110000814499920926,太棒啦！这是我上过最好的课程，老师幽默风趣，干货满满，真的太爱啦！,0,5.0,1730427542543
7166252,mooc31542375764292219,老师讲的不错,0,5.0,1730427533999
7167276,mooc97211907587122256,好，非常好，好爆了,0,5.0,1730427532549
7170267,mooc145407637344442104,老师美丽又风趣，还能教我们爬小说,0,5.0,1730427489932
7151671,郑晨k12112480780150031074,"很棒的课程 受益匪浅
",0,5.0,1730123074018
7150374,mooc118610668598592705,老师讲的太棒了，受益匪浅,0,5.0,1729936959954
7155369,mooc97273874515105714,老师的课太有趣了！！！学到了超级多知识!,0,5.0,1729936951821
7153374,mooc97273971373922647,老师的课太有趣了！学到了超级多的东西，老师教的非常有趣！,0,5.0,1729936945494
7150373,学员4a99kada97975457451149216,老师很好，课程很有意思，易懂,0,5.0,1729936918709
7157394,苏睆白,老师讲的非常好，对知识点讲的很透彻，通俗易懂！,0,5.0,1729936875145
7155368,一个debu罢了,老师课讲的非常通俗易懂，让我对于这方面的知识有了很多了解，非常的有用的一个课程,0,5.0,1729936827021
7150372,秋日私语。,老师教的很有用,0,5.0,1729936792779
7150371,哈哈哈哈哈哈k12174221456023446889,讲课深入人心，内容生动有趣。,0,5.0,1729936787118
7153372,mooc97196858279206335,学到了很多有用的知识,0,5.0,1729936749964
7154351,kada75495258253810361,老师教的特别好，要是学会了很实用,0,5.0,1729936718868
7157385,变有钱ykt11247459435891638,老师人美心善声甜，学习的内容都学会了，通俗易懂！,0,5.0,1729931379866
7151344,苏仁龙,很棒很棒，李老师pyhthon讲的很好,0,5.0,1729931327221
7153360,糗糗小姐*,课程内容很好，老师讲课非常有趣,0,5.0,1729931273319
7154341,mooc32747541964829080,好好好好好,0,5.0,1729931246738
7152363,1965387930,"这门课程设计合理，内容丰富，让我收获颇丰。授课老师知识渊博，讲解生动，使得课程更具吸引力。同时，课程针对实际应用，让我能够学以致用，对我的专业能力提升大有帮助。
",0,5.0,1729931176201
7155357,肝不动啦,老师讲的超级好，课堂也很有趣,0,5.0,1729931087762
7155355,林深4见鹿,这门课程的内容丰富详实，涵盖了专业领域的核心知识和前沿动态。教师讲解深入浅出，很容易理解与掌握。,0,5.0,1729931037297
7153359,mooc18206836534803777,课程生动形象，老师讲的非常好，简单切入，对python的理解又有了比较深的理解。,0,5.0,1729930903980
7152316,yjl2002,课程非常全面,0,5.0,1729910555910
7135470,易ke圈,老师，模块7面课程啥时候出啊！我好像等了两周都在没见更新！,0,5.0,1729328027444
7072988,CUIT2021213044徐丽娟,讲得很详细,0,4.0,1728210602012
7049416,IHDX,通过学习，学会了词云生成方法。课程讲解的很细致！,0,5.0,1722751565705
7013765,mooc10539841806788690,老师的课清晰易懂,0,5.0,1719188761022
6994832,mooc10979583111209802,老师讲解的特别细致，很容易理解,0,5.0,1718780061488
6996788,&k1220553287402456870,老师讲的通俗易懂，教的非常有耐心，感受到学Python的乐趣,0,5.0,1718777303756
6995827,mooc10539929756331961,老师讲的特别特别好！特别喜欢！！！,0,5.0,1718775882444
6998764,熹妃娘娘好大的阵张女士-,老师讲的特别细致，每个知识点都讲到了，而且讲的特别好，特别容易理解。特喜欢喜欢。,0,5.0,1718775771951
6996768,iioc,老师上课内容生动有趣，通俗易懂☺️,0,5.0,1718775132426
6998757,弌影,老师讲的很好很细致，非常有耐心，理解起来不困难，非常好,0,5.0,1718775040551
6999697,lik1211147345620112785,讲得非常好,0,5.0,1718774972240
6993822,mooc16784631911590386,讲解知识非常细致，内容全面丰富，并且比较容易理解，非常喜欢,0,5.0,1718774660674
6997774,mooc10627697540774334,老师上课非常有趣，讲的问题也很有深度，受益匪浅！,0,5.0,1718774558149
6998756,mooc10871348007815863,这门课程非常好,0,5.0,1718774541400
6994789,y----ang,讲课细致，通俗易懂,0,5.0,1718774476014
6993820,ificanfadeaway,"真的好good
",0,5.0,1718774424201
6999586,在太空睡一觉,课程很有趣，而且学好了应用范围也非常广泛，是很有意义的一门课。,0,5.0,1718723291389
6994662,mooc20497855639749647,课程非常详细，老师讲解的也非常到位,0,5.0,1718721578212
6999566,mooc10737283731971837,老师讲的很认真，容易听懂！！好评,0,5.0,1718717346964
6998596,学员5b0akada161230122711601815,特别好看爱了爱了,0,5.0,1718713463219
6995640,mooc10540094642608276,好，很好，非常好,0,5.0,1718709048632
6995635,mooc20483936675208957,这门课程非常的有用 感觉以后会经常用到 而且老师讲课也很认真细心 很耐心地教导我们 为我们解答疑惑 课程内容充实且具有挑战性,0,5.0,1718707980509
6998472,mooc10718963995546867,通过这个课程巩固了学过的知识，同时学到了一些的内容，这是很有意义的课程。,0,5.0,1718693857986
6993477,爱皱眉的小羊驼,老师讲的非常好,0,5.0,1718677319715
6996383,mooc12295626490523769,课程质量高，从中能学习到很多。,0,5.0,1718673317459
6999303,mooc173338261504328035,知识点很详细,0,5.0,1718637959920
6995414,mooc11125037863199969,讲的真好！,0,5.0,1718637735537
6997353,mooc93067687001314647,老师上课非常有激情，讲解详细,0,5.0,1718636360926
6994343,kada76982147994877469,南华大学文俊杰：老师讲的很好，收获非常大，老师讲得很有耐心，把复杂的知识讲的很简单，谢谢老师！！,0,5.0,1718632946623
6995349,mooc10626031616887188,内容丰富，知识点很细。,0,5.0,1718625662457
6992281,画丫丫呀,老师说的很好，通俗易懂，让人有听下去的欲望，课本上的知识基本都讲到了，课本上没有的也讲了，总之，特别好！,0,5.0,1718621730539
6996267,Rubiak1220397798915729118,非常好，已经成为大师了,0,5.0,1718621572618
6994291,学员688bkada58329299912976758,非常好的课，老师讲解的很细致，理解的很透彻,0,5.0,1718621505376
6997273,mooc10626673603024842,老师将复杂的知识用简单易懂的方式呈现出来，让我轻松掌握了课程的核心内容。视频课程清晰流畅，学习资料也十分丰富，让我可以随时随地进行学习。此外，课程还设置了丰富的互动环节，让我可以与其他同学交流讨论，提高了我的学习效果。,0,5.0,1718620962187
6997272,陈思颖_,老师讲解的很详细，逻辑清晰有条理，通俗易懂，通过视频学习收获了很多python小知识！,0,5.0,1718620875091
6998232,mooc11142001303134651,老师讲的很好，知识点脉络清晰，有实例，更具体和全面地分析了Python的主要内容。,0,5.0,1718620554976
6995314,学员167bkada76804395397436345,老师讲课讲的很好，内容很细致，知识点讲的很透彻，也很有耐心，很负责。,0,5.0,1718620403560
6998231,mooc11253363035073152,很好的课程，特别有意义，老师讲的很深入，容易理解，喜欢，对学习有很大的帮助，特别特别好,0,5.0,1718620182231
6998230,学员1f6bkada117444689626327799,网站最强python教学，毕生不容错过,0,5.0,1718620107929
6998229,mooc12292627537829920,老师提供了丰富的内容，在整个教学过程中给予了学生比较充分的自主探究机会，让学生在活动中学习、提升。课程思路清晰，环节紧凑，重难点突出，设计合理。,0,5.0,1718620062181
6996258,佛了阿,Python课程有简洁的语法和强大的功能。课程通常涵盖基础到高级知识，适合初学者和有经验的开发者。互动式学习环境和实践项目有助于加深理解，提高编程技能。具有较高的教学价值和实用性。,0,5.0,1718619935430
6995312,mooc10627714110932994,老师的课程十分精彩！教学内容丰富且有深度，条理清晰，重点突出。授课方式生动活泼，极具感染力，能牢牢抓住我们的注意力。通过这门课程，我们不仅学到了知识，更提升了思维能力，真心感谢老师的辛勤付出和精彩教学。,0,5.0,1718619885564
6996257,岩瓷,"1. 内容全面：课程从基础语法开始，逐步深入到数据结构、算法、网络编程、数据分析等各个领域，为我们提供了系统的学习路径。
​2. 实战性强：课程中通常会包含大量的编程实例和项目练习，帮助我们将理论知识应用到实际开发中，提升编程能力。
​3. 讲师经验丰富：Python课程由经验丰富的讲师授课，他们能够将复杂的概念用通俗易懂的方式讲解，帮助我们更好地理解和掌握。
​4. 互动性强：一些课程提供在线答疑、社区讨论等功能，我们可以向老师请教问题，形成良好的学习氛围。
​",0,5.0,1718619714470
6993297,学员a0fakada94454163361850202,内容充实，老师讲解也非常的全面且易理解，整个课程的质量非常高，很值得学习,0,5.0,1718619643469
6997265,学员802bkada131523320058102383,Python课程具有较高的教学质量和实用性，能够满足我的的学习需求，并且在教学方法上注重理论与实践相结合，有助于提升我的编程技能和实际应用能力。,0,5.0,1718619585879
6997264,mooc10737101096129303,老师讲的很好，每个知识点讲的都很明白，可以学到非常多实用的知识。,0,5.0,1718619522566
6994286,mooc20312024645132803,老师讲的课程非常有吸引力，听人入胜，非常好,0,5.0,1718619300397
6997257,无名小卒92,特别特别的好,0,5.0,1718618563349
6994275,草莓麦丽素,非常好，很好,0,5.0,1718618524709
6998211,学员8efakada81912543684430116,课程内容充实，老师讲解详细，举例生动，使学生容易理解。老师的课程安排非常合理，能够让学生们循序渐进地掌握知识，提高技能。,0,5.0,1718617913663
6996242,mooc20314517463516080,老师讲的真好，很专业，讲的很详细，互动性很高，人也很温柔很好，非常有耐心，讲的很容易理解，回答问题很及时。,0,5.0,1718617636192
6996241,shisanln,emmm  挺好的。,0,5.0,1718617634281
6992251,mooc10540919784763761,很有意思有用的课程。,0,5.0,1718617165267
6993271,mooc10632206653255292,非常好非常好,0,5.0,1718616878306
6993266,mooc179381508806256663,非常喜欢ヾ(*ΦωΦ)ツ,0,5.0,1718616559150
6992196,aaa玖,这门课程非常实用，每一个知识点都讲得很透彻，让人受益匪浅。,0,5.0,1718616243209
6988180,mooc10650548672081383,该课程对我很有帮助！,0,5.0,1718616185642
6988179,zi露,老师讲的太好了吧，本来不清楚的，一听就明白了，对新手的学习特别友好。,0,5.0,1718616181228
6993255,mooc92926421397570780,老师讲的也太好啦吧！,0,5.0,1718616129769
